,power
2082,2160673.948991293
2083,1980516.7052955483
2084,784992.2856906748
2085,1399990.996812008
2086,1750418.0704477911
2087,1566385.869439152
2088,1280283.8758693808
2089,1018752.9744110964
2090,91008.69109525946
2091,601601.514190821
2092,798548.4069413322
2093,817145.4558824848
2094,812286.7694429536
2095,433645.3754685285
2096,527980.2607600406
2097,1108096.8322003146
2098,2320001.2194581605
2099,2159739.2018594225
2100,2626731.866362308
2101,3370000.186996065
2102,3370000.072818207
2103,3281701.643813282
2104,3370000.12745824
2105,3006430.712636101
2106,2376217.6245084032
2107,1545134.160012273
2108,1295102.9255234748
2109,1058703.2762044356
2110,969068.0368528768
2111,1236147.6171052277
2112,1136877.7765880316
2113,1166686.2586187525
2114,1229415.9937277082
2115,1172428.8250486436
2116,677462.5076204737
2117,530982.3868762722
2118,712826.5504818201
2119,531174.0060221186
2120,832391.707503263
2121,936934.7083400056
2122,996578.1845760172
2123,1187359.5328483237
2124,1184749.2343752997
2125,1518600.9053090485
2126,2016942.1921809956
2127,2108483.2360772258
2128,2390821.0549389008
2129,2962378.3140639616
2130,2832550.678715655
2131,3047429.58002836
2132,3370000.1107610697
2133,3370000.1113429465
2134,3370000.166447776
2135,3370000.163256114
2136,3370000.170127308
2137,3370000.1181253274
2138,3370000.1429453767
2139,3370000.152189902
2140,3370000.163581369
2141,3370000.1581756948
2142,3370000.1707168478
2143,3370000.182543702
2144,3370000.16953776
2145,3370000.289075596
2146,3370000.530270316
2147,3370000.6372566554
2148,3370001.312412893
2149,3370001.8460792955
2150,3370001.176482229
2151,3370000.7742497968
2152,3370000.88174312
2153,3370001.029865731
2154,3370000.617675534
2155,3370001.1289512333
2156,3370000.600932532
2157,3370000.970686128
2158,3370000.528851568
2159,3370000.5382163115
2160,3370000.8283071737
2161,3370000.817409405
2162,3370000.2048920807
2163,3370000.181819104
2164,3370000.1575937388
2165,3370000.1364881275
2166,3370000.1211833456
2167,3370000.145751688
2168,3370000.1858354984
2169,3370000.168074092
2170,3011961.0955474223
2171,2509846.4407430817
2172,2550060.165481351
2173,2834806.6099627926
2174,2702856.90283059
2175,2986597.5390178007
2176,3311077.6200002027
2177,3370000.1153056123
2178,3367856.8950139536
2179,3089520.116129725
2180,3370000.0734798005
2181,3370000.1750383307
2182,3370000.227927749
2183,3370000.342438868
2184,3370000.695127167
2185,3370001.9920739424
2186,3370001.586069406
2187,3370001.724678226
2188,3370002.145594493
2189,3370002.153682904
2190,3370001.964339208
2191,3370001.8328129263
2192,3370000.1911795856
2193,3370000.2891315008
2194,3370001.900721772
2195,3370001.0820031078
2196,3370000.501089347
2197,3370001.9726432757
2198,3370002.0489977943
2199,3370001.9430639017
2200,3370001.471845477
2201,3370002.1460825223
2202,3370001.504891979
2203,3370000.142551533
2204,3370000.0556059927
2205,3370001.228364085
2206,3370009.372152304
2207,3370001.719442225
2208,3370003.675709221
2209,3370005.907259304
2210,3370000.0677690324
2211,3370000.11183362
2212,3370000.105117334
2213,3370000.12510897
2214,3370000.1612810376
2215,3370000.083974441
2216,3370000.081783076
2217,3370000.124371985
2218,3370000.259281286
2219,3370000.4672653726
2220,3370001.3157142326
2221,3370002.0078835734
2222,3370000.7917601685
2223,3370000.184251809
2224,3370000.105232972
2225,3370000.10651321
2226,3345459.561707898
2227,3370000.170960803
2228,3370000.14926638
2229,3370000.1748571345
2230,3370000.1569909947
2231,3370000.1613858505
2232,3370000.2300728685
2233,3370000.6128514977
2234,3370000.403264176
2235,3370000.275230485
2236,3370000.142155236
2237,3370000.1051166146
2238,3051870.3937449697
2239,910501.4625844854
2240,0.0
2241,0.0
2242,0.0
2243,112709.72318918156
2244,166459.85421237283
2245,403296.886084239
2246,1230393.1122565833
2247,2224170.1415197263
2248,3370000.1892424924
2249,3370000.145642715
2250,3367928.4503644523
2251,3370000.317796901
2252,3041830.3133153
2253,3295193.0527369017
2254,3031597.62076742
2255,2759572.0091600064
2256,1730058.9498654637
2257,1432262.6539735168
2258,1359458.2233249005
2259,1028544.3708868716
2260,1077438.2862831156
2261,1031904.090952571
2262,1032192.1426564828
2263,1450796.0645329212
2264,1650077.9491026776
2265,1617389.5817354105
2266,2336026.963832868
2267,3276261.2984458427
2268,3370000.1287291204
2269,3370000.178169884
2270,3370000.202533463
2271,3370000.1781698787
2272,3370000.145615426
2273,3370000.1516910945
2274,3370000.0736450297
2275,3161096.113374478
2276,3007002.5923697045
2277,3009481.882099135
2278,3365638.8079416878
2279,3049360.528097951
2280,2923093.7158105304
2281,2913959.8876178325
2282,3194576.9133229107
2283,3370000.10622219
2284,3370000.084284659
2285,3370000.1660005064
2286,3370000.348313825
2287,3370000.171347049
2288,3370000.1183636067
2289,2170333.131476394
2290,2095864.0750161984
2291,1844451.7101388844
2292,1864219.0537849509
2293,1941661.8252846685
2294,1647946.733187367
2295,1808558.846119708
2296,2170177.3693691585
2297,1862204.5488048547
2298,2408141.226533461
2299,2821457.531447292
2300,3370000.106920482
2301,3370000.371741927
2302,3370000.496500187
2303,3370000.6207970395
2304,3283224.60627739
2305,1270180.0214471573
2306,2092903.953110468
2307,3370000.0395841463
2308,3370000.141746559
2309,3370000.118284201
2310,1606873.9387556782
2311,1628035.0582384907
2312,1070141.4725402812
2313,286885.3403764231
2314,162133.89930168792
2315,415774.33029926
2316,227180.11135842133
2317,313269.8044326911
2318,202570.39279463864
2319,0.0
2320,123672.25052963822
2321,178013.0410239275
2322,330453.5325963486
2323,470968.7672853234
2324,499867.6482382077
2325,973737.0562612766
2326,1267934.6221695857
2327,1453840.5305066025
2328,672547.8403116945
2329,383764.3746631157
2330,249393.7132464182
2331,868029.4515673629
2332,510755.4118711325
2333,119164.05544108983
2334,529896.554418107
2335,1666062.0311712269
2336,974377.8329168456
2337,498303.6435680902
2338,995906.2712810204
2339,1692036.2357951524
2340,1931763.4202498607
2341,1038292.052039431
2342,1773373.3053876176
2343,2084903.6884558045
2344,2916228.3747455585
2345,2657072.8426459623
2346,3370000.257248692
2347,3370001.51363634
2348,3370000.1710827523
2349,3370000.151961311
2350,3370000.077530629
2351,2300010.438381131
2352,1655272.681335451
2353,1157811.3448799353
2354,860898.9004077965
2355,733950.7439496752
2356,1034249.2152882358
2357,954328.8518232376
2358,927020.0744336826
2359,1423751.5312944185
2360,1690571.024853376
2361,1310371.0738937207
2362,1090338.4019944158
2363,1094522.809501238
2364,1102789.6502311954
2365,1130243.9042484472
2366,1234193.2540999206
2367,1073592.5964343557
2368,1271302.597593675
2369,1355661.9784987054
2370,1680048.16225565
2371,2042731.1996853573
2372,2312896.8869665307
2373,2472766.84272345
2374,2703946.813493833
2375,3155160.0640391493
2376,3370000.094176915
2377,3370000.1651060404
2378,3370000.3880775403
2379,3370000.5285678413
2380,3370000.6763201654
2381,3370000.919710696
2382,3370001.203563509
2383,3370001.357125275
2384,3370001.534885932
2385,3370001.127488357
2386,3370001.342831976
2387,3370001.72087778
2388,3370001.857674417
2389,3370002.0037322417
2390,3370001.42226338
2391,3370001.4307636414
2392,3370001.713319328
2393,3370002.125223485
2394,3370002.162905254
2395,3370001.694688103
2396,3370001.488675577
2397,3370000.8897205084
2398,3370000.5045347894
2399,3370000.377480478
2400,3370000.355153683
2401,3370000.698303836
2402,3370000.6567145623
2403,3370001.455700495
2404,3370001.6454518423
2405,3370000.537400075
2406,3370001.850605107
2407,3370001.943302433
2408,3370001.815643166
2409,3370001.786366856
2410,3370002.0256199352
2411,3370000.47183065
2412,3370000.1485035345
2413,3370000.126584536
2414,3370000.0583505663
2415,3021363.962842049
2416,2550594.003106944
2417,2578368.4082429945
2418,2649442.341574512
2419,3370000.074719803
2420,3370000.160316454
2421,3370000.189729152
2422,3370000.252996971
2423,3370000.2308430667
2424,3370000.734688482
2425,3370001.4594504484
2426,3370001.954484193
2427,3370001.7976711243
2428,3370001.519657341
2429,3370001.702146484
2430,3370002.0338024367
2431,3370002.090810556
2432,3370001.932833936
2433,3370001.9154662527
2434,3370001.97827538
2435,3370001.973755036
2436,3370001.4165969635
2437,3370000.948889746
2438,3370000.3728917334
2439,3370000.467459123
2440,3370000.2988669947
2441,3370000.253617029
2442,3370000.435016422
2443,3370000.4900078587
2444,3370001.4158885023
2445,3370002.1339070047
2446,3370002.09454825
2447,3370001.938810945
2448,3370001.37875737
2449,3370001.0843606107
2450,3370001.717180781
2451,3370002.019023053
2452,3370002.168734902
2453,3370002.1722406726
2454,3370001.849852997
2455,3370001.4976275084
2456,3370000.882289352
2457,3370001.0042260955
2458,3370000.993114199
2459,3370000.9330147603
2460,3370002.037775967
2461,3370001.971376003
2462,3370001.7221927075
2463,3370001.6515396102
2464,3370000.342765184
2465,3370000.525162382
2466,3370000.8529161843
2467,3370000.590999767
2468,3370000.4046446243
2469,3370000.599797511
2470,3370001.5642812
2471,3370001.9720901223
2472,3370002.1029120907
2473,3370001.7033387697
2474,3370001.824049683
2475,3370001.6705991942
2476,3370001.653032239
2477,3370000.218851151
2478,3370002.098153394
2479,3370001.2281184243
2480,3370000.1819484606
2481,3370000.1191621404
2482,3370000.087607483
2483,3370000.32432496
2484,725562.1244098733
2485,854550.9107794064
2486,3370000.157365098
2487,3370000.181611985
2488,387282.3353900434
2489,453973.41530077846
2490,369459.7208759604
2491,743254.4838463013
2492,3370000.373069425
2493,3370000.067398149
2494,3370002.271505169
2495,3370002.99371754
2496,3370000.1375563554
2497,3370001.389749397
2498,3370000.262509707
2499,3370003.708180348
2500,3370000.0858390043
2501,3370000.094305706
2502,3370000.1071766964
2503,3370000.09449774
2504,3370000.108697813
2505,3370001.325796747
2506,3370000.279156465
2507,3370000.467265064
2508,3370002.159805975
2509,3370000.6870207177
2510,3370000.1805767817
2511,3177717.621396928
2512,3370000.0607481794
2513,1980664.2949467392
2514,1216278.2692944803
2515,868116.3437170027
2516,479198.8216167709
2517,381769.1181200978
2518,273609.554274503
2519,430549.1761534881
2520,306186.2714694347
2521,464697.5365369553
2522,493658.6375787114
2523,525673.4786655317
2524,453470.70180064143
2525,504860.3867532633
2526,325484.31585104653
2527,467653.86314393935
2528,364922.2057117703
2529,443137.5687824961
2530,515206.7803494149
2531,709759.4812036289
2532,681714.1111342424
2533,545418.1089200894
2534,951490.8342041674
2535,821920.3548809335
2536,672912.6356289169
2537,1041644.5827612864
2538,1082762.8737151565
2539,1752194.3666978532
2540,1753424.1867729656
2541,2294062.2951648496
2542,2342635.356133884
2543,2558962.0645640343
2544,2631819.291001406
2545,2585133.995402828
2546,2853795.855019661
2547,2810633.62926806
2548,2980876.224404039
2549,2940638.53140184
2550,2941210.334854299
2551,2891962.5462183733
2552,2922139.8201097557
2553,2737556.1307233907
2554,3044533.447537226
2555,3014631.0881358674
2556,3046078.012917399
2557,2924809.6982764853
2558,1357387.6430535112
2559,1462121.746263725
2560,2159895.182077231
2561,3002235.4023001445
2562,3370000.200848648
2563,3370002.130603549
2564,3178905.163696056
2565,2097733.550584749
2566,3370004.245056421
2567,1286458.4623036282
2568,697452.29565348
2569,934920.6803424394
2570,2031050.2630908608
2571,3370000.1098882426
2572,3370000.178972192
2573,2735521.137206949
2574,1584933.911605434
2575,1086460.141870684
2576,924698.518250096
2577,852550.8643510271
2578,819826.1145139147
2579,747143.8200981312
2580,954237.300269005
2581,921126.9873123238
2582,766814.4922161013
2583,1252778.681118959
2584,1208135.0691144404
2585,1350370.1202988615
2586,921752.0389778736
2587,1020960.7871630404
2588,1187881.5858606494
2589,1204660.7145170872
2590,1036221.378491826
2591,1163553.9321919468
2592,1283427.2705010003
2593,1158542.2316264638
2594,1058801.829934653
2595,1024992.551075844
2596,919519.82946308
2597,806757.8806487556
2598,781085.6467062032
2599,689396.7136170998
2600,479941.8186339157
2601,499687.20920432825
2602,511236.6596247052
2603,517071.54802251706
2604,429408.4646243692
2605,334105.37282747054
2606,403401.9079875832
2607,502033.1428221567
2608,686338.5659088838
2609,777816.8290649339
2610,821585.2821856334
2611,1359343.2345469275
2612,1470402.8645957538
2613,1647680.3738222714
2614,1747548.7289338731
2615,2048495.7574591287
2616,2519420.8365765186
2617,2411367.6262342944
2618,2037118.3415987885
2619,2204772.241128032
2620,2716483.129819653
2621,2868648.887699914
2622,2805638.611544768
2623,2763087.125783556
2624,2314879.491229112
2625,2365180.275572888
2626,2151949.5884188307
2627,2251423.744709572
2628,2562166.728293228
2629,2544184.675648557
2630,2368576.34636386
2631,2587092.693793366
2632,1987164.9409670744
2633,2528694.945371021
2634,2377236.466122528
2635,2357369.0886084973
2636,2204772.1128764763
2637,2838942.935147248
2638,3365710.35255942
2639,3370000.100170464
2640,3370000.274787586
2641,3370000.1795415366
2642,3370000.118363686
2643,3370000.11494815
2644,2562344.982772532
2645,2281175.7474508886
2646,2916800.368900876
2647,2788988.059117429
2648,2941210.2585731545
2649,2705763.779414976
2650,2295384.075397042
2651,2688867.275390013
2652,2881621.7520585363
2653,2681418.347366878
2654,3208586.312688286
2655,2644173.380223505
2656,1577663.867834838
2657,1782901.1278923084
2658,1530547.1111316748
2659,1578702.39061971
2660,1795519.724728984
2661,1842909.6615227908
2662,1991597.0035294949
2663,1959538.0493027573
2664,2124685.7980469586
2665,2123283.6898126137
2666,3369914.029950648
2667,2241163.5560847605
2668,1089113.698154839
2669,2124530.0297079924
2670,1985096.7002599016
2671,2772337.358685178
2672,3370000.316328121
2673,1893288.1520410609
2674,1239947.7372334695
2675,1303410.5602155817
2676,974835.5760403464
2677,822841.8357881617
2678,344964.8036908081
2679,102826.38994758057
2680,148166.10390090776
2681,520861.20565192273
2682,681266.5846002355
2683,922198.5008816858
2684,1452866.3867394065
2685,1773373.3655084127
2686,2040000.6963355176
2687,2134033.3005243223
2688,2365010.4007144263
2689,2497486.7952409824
2690,2528517.0113652125
2691,2541870.2160709
2692,1987016.9671986727
2693,1700960.707768554
2694,1807156.880753296
2695,2021493.182797081
2696,1966924.8596367624
2697,1604017.8712741411
2698,1562110.3665596345
2699,1569614.7450302688
2700,1590126.7020892643
2701,1517972.222494514
2702,1799445.616968546
2703,1983767.0696721843
2704,2310749.200607054
2705,2576587.9643317605
2706,2386236.233713957
2707,2932819.5234795264
2708,3341542.396407936
2709,3370000.151088338
2710,3370000.1928366385
2711,3370000.242455982
2712,3370000.222812329
2713,3370000.443759477
2714,3370001.630508062
2715,3370001.9632866816
2716,3370001.2735636528
2717,3370001.3087481456
2718,3370000.911273582
2719,3370000.773276336
2720,3370000.129404251
2721,3370000.134487726
2722,3301285.816527481
2723,2691774.1519744005
2724,2695589.475182948
2725,2913019.82225832
2726,3306508.0362770986
2727,2838566.8714008285
2728,2740701.383075688
2729,1867384.9881690885
2730,2120323.5242847684
2731,2184091.8059362248
2732,1900915.2759958275
2733,2095552.4884844213
2734,1876450.9340613312
2735,1633877.1877056053
2736,1379776.86234933
2737,1273772.4384542538
2738,1059886.5796484705
2739,888536.2648051319
2740,755652.8132436249
2741,886482.6200510099
2742,871073.0142422006
2743,818904.6470099956
2744,730137.7078914645
2745,550783.5676433096
2746,523688.4231154614
2747,530918.5248992804
2748,493144.2863308804
2749,592282.3172211812
2750,680296.9308478363
2751,898001.0150127583
2752,897733.1392991035
2753,1125345.0725605374
2754,1106974.1883748355
2755,1025952.4738373064
2756,1092991.9174545652
2757,1303298.4157647528
2758,1550667.159300486
2759,2026499.4545144008
2760,1951264.6373524084
2761,1943877.8861133575
2762,2078077.1357838132
2763,1993221.9375190004
2764,2007552.7596859636
2765,1901778.51850327
2766,1828608.416859932
2767,1946980.312178566
2768,1968402.3280744848
2769,1915305.884216336
2770,1822018.7612612096
2771,2105367.3707594504
2772,2175594.9800210176
2773,2961424.723487762
2774,3365173.7106850063
2775,2909259.636025512
2776,3026191.15924807
2777,3267121.956916937
2778,3277349.619939238
2779,3370000.086554023
2780,3370000.1725279046
2781,3370001.052900266
2782,3370002.093574548
2783,3370001.58055816
2784,3370002.172791235
2785,3370001.582595039
2786,3370001.2174455496
2787,3370001.487343768
2788,3370002.1143037523
2789,3370001.3664334
2790,3370001.903729359
2791,3370002.157314309
2792,3370001.9669718035
2793,3370001.975681179
2794,3370000.101349646
2795,3370000.1801041635
2796,3370000.061404302
2797,3370000.060901732
2798,3370000.166387828
2799,3370002.1496008416
2800,3370000.581131878
2801,3370001.352110516
2802,3370001.732050229
2803,2637087.8889882937
2804,2347011.0013771174
2805,2331235.6377061564
2806,3370000.061492313
2807,3370000.2594633275
2808,3370000.185338852
2809,3370002.020623671
2810,3370001.406070729
2811,3370000.249595701
2812,3370000.0906782453
2813,3370000.1808948508
2814,3370000.2130362843
2815,3370000.548001816
2816,3370000.259551943
2817,902286.8942827404
2818,346262.19898877776
2819,557873.7008787498
2820,459614.74108898494
2821,326074.62146508053
2822,378686.0815034611
2823,446097.8921890689
2824,739365.22385501
2825,895858.0878783005
2826,212704.4173375021
2827,0.0
2828,116454.21791962696
2829,375257.69870936254
2830,542160.506791
2831,746304.9663802893
2832,850029.0824085602
2833,899429.5902434256
2834,943617.7118029837
2835,967694.8441015306
2836,1176605.2616765252
2837,1396681.080832135
2838,1300154.8415080176
2839,1642352.2541133985
2840,1559343.7537408518
2841,1270628.9809538438
2842,849072.5313566618
2843,667325.258087821
2844,498063.0148790191
2845,313723.86499654
2846,596313.0840601474
2847,1024224.5667894596
2848,330405.458850926
2849,116725.2072885212
2850,0.0
2851,0.0
2852,360031.7034842408
2853,1993813.170729104
2854,2453444.0103800097
2855,2486345.6573003693
2856,3360737.486454232
2857,3370000.146214921
2858,3370000.378413895
2859,3370001.4916787827
2860,3370001.8083968163
2861,3370002.174529834
2862,3370000.5634734444
2863,3370000.9060000866
2864,3370000.1983402204
2865,3278437.3321431987
2866,2074436.3129510067
2867,1431080.5458520134
2868,1323565.9227862123
2869,1097380.5633791997
2870,1278375.2961382952
2871,1913579.0365573952
2872,1642618.6241345734
2873,1676185.2055361958
2874,1996324.36358421
2875,1685375.9622821358
2876,1549409.5874420062
2877,1546140.131989301
2878,1336565.3974636926
2879,1003009.8379474856
2880,1022976.6806387455
2881,1130039.7352314445
2882,1806315.562448471
2883,2117830.925506508
2884,1754380.544673998
2885,1402473.3912408506
2886,1419614.1032204176
2887,1480997.8337691852
2888,1476248.2971357282
2889,2336192.131841184
2890,2517505.929556638
2891,2329253.1325721378
2892,2027712.7486126488
2893,1385332.858942437
2894,1654207.100017995
2895,1410630.0030046983
2896,953230.2771154324
2897,1207592.2481675
2898,1375048.3967641564
2899,1080001.9178034137
2900,887643.3695701556
2901,848029.0046752151
2902,669283.7351260773
2903,484171.159539746
2904,349721.8115091621
2905,364418.00935062906
2906,353023.7064146669
2907,290921.57184594043
2908,220320.6693655445
2909,191404.11216286532
2910,152056.89958363952
2911,0.0
2912,0.0
2913,0.0
2914,0.0
2915,0.0
2916,0.0
2917,628576.8670446373
2918,506965.7542417268
2919,237469.9755205473
2920,578779.3975820831
2921,224275.13631690596
2922,461681.4029928611
2923,104582.25691837686
2924,0.0
2925,79052.86717122282
2926,275613.27517079154
2927,347799.8284719544
2928,493315.7649425214
2929,584556.8068521665
2930,641720.1212294739
2931,748287.7220693722
2932,935470.007977415
2933,1410984.731428713
2934,1776379.1593674978
2935,2296210.146738596
2936,2587448.668629482
2937,2864136.649179498
2938,3259941.045715656
2939,3370000.0463632606
2940,3073301.6969491686
2941,2464933.167004064
2942,1568965.613764006
2943,697899.8699242875
2944,319490.57619097386
2945,691336.0062041483
2946,1755883.526319208
2947,2138862.829449566
2948,2563947.421461627
2949,2843079.109921249
2950,2780847.5670344746
2951,2869212.926915621
2952,3133551.9326449065
2953,3370000.079018797
2954,3370000.142345957
2955,3370000.1336140223
2956,3370000.1624023104
2957,3370000.217696997
2958,3370000.2184119485
2959,3370000.2363440865
2960,3370000.190740013
2961,3370000.187782336
2962,3370000.125273957
2963,3370000.0819949675
2964,3204074.8297109045
2965,3327180.5304846964
2966,3192677.206570546
2967,3220933.9316757126
2968,3370000.1482038302
2969,3370000.122017382
2970,2645263.4725688067
2971,3116357.4560871767
2972,3363438.5801919387
2973,3370000.1582380547
2974,3370000.190328181
2975,3370000.257780384
2976,3370000.2784195333
2977,3370000.7337158634
2978,3370000.6386757432
2979,3370000.457104885
2980,3370000.2341433302
2981,3370000.273104607
2982,3370000.1741842404
2983,3370000.1892424403
2984,3370000.2108213366
2985,3370000.165939548
2986,3370000.165776904
2987,3370000.14076572
2988,3370000.136242888
2989,3370000.1226924653
2990,3361703.435388517
2991,3326310.2910884493
2992,2968099.5905371537
2993,3059979.4102597465
2994,3218321.965489519
2995,3367803.245494626
2996,3370000.1265844884
2997,3370000.1761770723
2998,3370000.3004990635
2999,3370000.3199187373
3000,3370000.406945203
3001,3370000.26123494
3002,3370000.368060578
3003,3370000.521472742
3004,3370000.4186800267
3005,3370000.667888537
3006,3370000.4962166874
3007,3370000.407175523
3008,3370000.394980657
3009,3370000.316165388
3010,3370000.569716228
3011,3370000.5248784283
3012,3370000.6776166656
3013,3370000.51863519
3014,3370000.367896461
3015,3370000.3515774724
3016,3370000.6669157245
3017,3370000.6344186496
3018,3370000.870493869
3019,3370001.939019479
3020,3370002.173993757
3021,3370002.156328731
3022,3370002.1460481263
3023,3370002.0558837717
3024,3370002.018212721
3025,3370001.97142792
3026,3370002.128579668
3027,3370002.0133518646
3028,3370001.766075523
3029,3370000.391989532
3030,3370000.2509597787
3031,3370001.565343892
3032,3370000.367733401
3033,3370000.1370057603
3034,3370000.1429453986
3035,3370000.196880019
3036,3370000.5200539376
3037,3370000.5756756826
3038,3370000.5978105725
3039,3370001.0459533427
3040,3370000.357289141
3041,3370000.160815253
3042,3370000.168704273
3043,1741809.8874057548
3044,1304645.482891183
3045,2094461.7798299345
3046,3370000.2025707825
3047,3370001.211992348
3048,3370002.01182142
3049,3370000.1867258456
3050,3370000.0606127703
3051,3370013.096006854
3052,3370019.1498362105
3053,3370014.695961388
3054,3370014.5729785534
3055,3370001.5469025183
3056,3370001.624922035
3057,3370000.170798172
3058,3240167.643335824
3059,2768822.390066537
3060,3136401.1603413927
3061,3370000.114987872
3062,3370000.441458944
3063,3370001.8453425434
3064,3370000.7152323546
3065,3370001.729750568
3066,3370002.153350049
3067,3370000.8125133794
3068,3370001.3907435774
3069,3370001.911497235
3070,3370001.060455273
3071,3370000.5050644497
3072,3370001.208694024
3073,3370000.115941062
3074,733874.4285039486
3075,1552930.6679260929
3076,3370001.7491385057
3077,3370000.501884368
3078,3370000.356480995
3079,3370001.5551149566
3080,3370001.1007977664
3081,3370001.56853126
3082,3370000.2379932743
3083,3370000.193173615
3084,3370001.3928685365
3085,3370001.992491077
3086,3370000.0598388007
3087,3370001.50552421
3088,3370001.959242449
3089,3370000.4775829944
3090,3370000.127061079
3091,3176530.648981334
3092,3370000.134130271
3093,3370000.150942838
3094,3370000.1857980364
3095,3370000.659133092
3096,3370000.1058147787
3097,1422332.967503765
3098,1263107.2151274683
3099,2287784.219054753
3100,227460.1147382517
3101,0.0
3102,1113199.8410700292
3103,1103708.247511688
3104,219504.63905957117
3105,114877.58295825022
3106,526094.5776683352
3107,408767.1315118901
3108,168712.95770608084
3109,291431.40438331495
3110,488743.4622411336
3111,711997.1526598157
3112,861333.6359440285
3113,1061661.4421258168
3114,917287.5128008584
3115,1317008.7324726689
3116,1932354.6061839988
3117,1574937.4832818094
3118,2051833.223393442
3119,2193550.1017056582
3120,2054411.8328804788
3121,2190985.0705809
3122,2392858.6023216
3123,2194832.55314226
3124,2312731.903998196
3125,2211024.312117296
3126,1918471.824356728
3127,2455880.9837231943
3128,2682871.5858088103
3129,2915846.85460582
3130,3370000.1109355115
3131,3360934.271717678
3132,3370000.174287789
3133,3370000.1730713537
3134,3370000.243873329
3135,3370000.182077859
3136,3370000.180369736
3137,3370000.21197648
3138,3370000.121342228
3139,3370000.120547977
3140,3370000.231668149
3141,3370000.171326708
3142,3370000.164597821
3143,3370000.180033312
3144,3370000.279039556
3145,3370002.1726270327
3146,3370002.059218964
3147,3370002.07234127
3148,3370001.991478294
3149,3370001.7359244493
3150,3370000.804424433
3151,3370000.227116489
3152,3370000.1746684858
3153,3370000.4275568994
3154,3370001.1176940105
3155,3370001.215405498
3156,3370001.9882381824
3157,3370001.641661486
3158,3370001.4410442584
3159,3370002.174568456
3160,3370000.4600962405
3161,3370001.051803676
3162,3370000.2692956785
3163,3370000.181327328
3164,3370000.210161345
3165,3370001.1973326253
3166,3370001.949012103
3167,3370001.8491009376
3168,3370000.91718311
3169,3370001.6122860364
3170,3370001.85987615
3171,3370001.964476341
3172,3370002.1053635105
3173,3370002.1728153788
3174,3370001.324140496
3175,3370000.1979283653
3176,3015203.044150613
3177,2640539.884418153
3178,2645990.4914902984
3179,3089519.961669324
3180,2663431.823669441
3181,920055.509458771
3182,690963.0893051754
3183,295850.03234890115
3184,1302175.624068095
3185,731357.8673504224
3186,801312.8161547424
3187,1855872.5476427204
3188,2973629.8208861887
3189,2148833.847735669
3190,3197426.663412635
3191,885768.9251424855
3192,320852.7905756659
3193,403821.9829993401
3194,3370000.1141360323
3195,3370000.2027579867
3196,3370000.146078621
3197,3370000.269472661
3198,2524121.480695939
3199,3370000.17959334
3200,3370000.1933232974
3201,3370000.6345736217
3202,3370001.415063176
3203,3370001.028468066
3204,3370002.122486355
3205,3370000.214176582
3206,3370000.153686341
3207,3370000.1399483173
3208,3370000.6293108864
3209,3370000.1585913454
3210,3370000.197703774
3211,3370000.706801051
3212,3370000.1385043147
3213,3370000.443299757
3214,3370000.2635379955
3215,3370000.0668658656
3216,2902867.191580845
3217,1448482.1795927358
3218,1092379.6104411825
3219,871420.770670555
3220,685518.1463443043
3221,489600.7707122473
3222,392270.4956500186
3223,173253.1953473093
3224,150892.5160997192
3225,125571.447007058
3226,155705.0263272798
3227,143196.10878547703
3228,118375.73697500717
3229,80137.54035262423
3230,0.0
3231,0.0
3232,0.0
3233,227180.10295852984
3234,320262.47769648826
3235,364014.6675885499
3236,755652.8674578966
3237,1131978.8877465131
3238,1070831.6641878146
3239,1397981.3387687656
3240,1625438.6993470544
3241,1616221.2669705932
3242,1688306.5813031597
3243,1773236.6289558478
3244,1907966.544220331
3245,2260689.310351785
3246,2633090.847385787
3247,3365764.0199666917
3248,3370000.131191436
3249,3370000.164638507
3250,3370000.152667917
3251,3370000.138177376
3252,3370000.141337877
3253,3340454.684203975
3254,2645263.508905218
3255,2707216.981520497
3256,3363599.582413753
3257,3370000.114310672
3258,3370000.169903718
3259,3370000.1244796664
3260,3362454.757624781
3261,3366568.966679163
3262,3370000.093013068
3263,3370000.143817244
3264,3370000.182336687
3265,3370000.2957663746
3266,3370000.884907301
3267,3370001.628536558
3268,3370001.743880832
3269,3370001.537365405
3270,3370002.1731534447
3271,3370002.1243742136
3272,3370001.912248693
3273,3370001.840330817
3274,3370001.581331334
3275,3370001.9012225936
3276,3370002.173279007
3277,3370002.172269656
3278,3370002.1362665403
3279,3370002.0348391887
3280,3370001.9378302004
3281,3370001.4116383004
3282,3370000.8718999373
3283,3370002.133057469
3284,3370002.139622638
3285,3370001.669889096
3286,3370001.2038441645
3287,3370000.833502231
3288,3370000.621683493
3289,3370000.579806508
3290,3370001.0126437214
3291,3370001.5762773994
3292,3370001.81118685
3293,3370001.3194549843
3294,3370001.34944623
3295,3370002.174505683
3296,3370001.9877920826
3297,3370000.729500017
3298,3370000.3667541924
3299,3370000.1655329484
3300,3370000.170289948
3301,2870153.0298777474
3302,2889894.28961961
3303,2629093.7331104544
3304,2640176.3749574097
3305,2362803.0463960394
3306,2252225.1245587235
3307,2774002.709937732
3308,2815443.936863089
3309,3021171.234878537
3310,3167507.350594517
3311,3213335.5320789022
3312,3365352.582962104
3313,3369323.713513786
3314,3370000.097784638
3315,3370000.118323932
3316,3370000.087950467
3317,3370000.131747456
3318,3370000.1590901944
