,power
340,235545.00600851944
341,3193864.378445378
342,3370000.0640453263
343,3370000.0491901976
344,3370000.124016197
345,3370000.1529467744
346,3370000.734508016
347,3370000.2845061626
348,3370001.2116257045
349,3370000.92357756
350,3119067.4403754068
351,2463018.259984184
352,1661932.912224148
353,1373038.814376136
354,1041940.4214409456
355,703419.4105859934
356,196921.5645494516
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,179431.52713273454
363,632010.1495184667
364,683131.3003712989
365,812370.5535332087
366,1223769.942755763
367,1798183.6787691645
368,2137772.4635402644
369,2410858.341272781
370,2540801.935480892
371,3024067.097063972
372,2773077.3832375067
373,2371463.064270545
374,2464933.2366370466
375,2680873.446539876
376,2504624.175951444
377,2431914.4012980103
378,2037725.0007838872
379,1940775.5014146175
380,2233308.276516745
381,1566008.5802766597
382,1233867.5015980904
383,1171280.3251272226
384,1123814.07845385
385,1151233.4978067458
386,1012417.315235658
387,1034446.4016326732
388,756768.9575417186
389,588251.5826280704
390,282721.64907309745
391,247874.02599029883
392,436993.53843092377
393,1182243.4592681928
394,2046220.1711312733
395,3370000.1284510707
396,2510542.8402014747
397,3370000.4893174963
398,3370002.1069495217
399,3370001.7419800195
400,3370001.883681851
401,3370002.0306930104
402,3370000.21186646
403,2877673.5151512083
404,2814334.0480395127
405,2440213.45820197
406,1310483.2812133403
407,932823.9184620958
408,781643.7507459982
409,688650.8201481545
410,696631.8194014502
411,646652.5454892928
412,683205.8234833835
413,656444.901666228
414,703792.3364356159
415,768648.2485095258
416,1071324.7562633145
417,1074381.5193011144
418,951948.5736657528
419,642227.8548704099
420,596178.7478271856
421,709908.6408026982
422,665221.7093211237
423,730137.7353452581
424,528491.281770489
425,284166.20745197125
426,332279.4334916373
427,315812.6245965935
428,310545.35205159127
429,282041.8700906457
430,319081.9227732813
431,180061.96876567084
432,135705.21449963757
433,145610.11206051183
434,106720.82173336948
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,0.0
442,0.0
443,0.0
444,0.0
445,0.0
446,0.0
447,80688.7630664288
448,0.0
449,0.0
450,251854.1716167783
451,483428.1625226012
452,551550.0646666154
453,608538.0469487413
454,719308.7023244721
455,773352.1402549391
456,980969.3251066628
457,1034742.2836985348
458,1163240.7630309127
459,1282080.140505778
460,1373511.7068006324
461,1382732.2012156334
462,1430134.9123134664
463,1659401.970779802
464,1782760.7922706888
465,1630631.5936893946
466,1641952.651129278
467,1673920.8365785363
468,1711476.174722939
469,1818373.4449243776
470,1778975.4486218577
471,2061693.3571863417
472,1753970.4169992034
473,1884509.7483448773
474,2182488.308791472
475,2248057.2696098825
476,2382840.128961596
477,2564303.43190591
478,2557003.615430658
479,2347350.4114801693
480,2430046.592928224
481,2675059.5480254577
482,2444565.693693246
483,1762169.1555573095
484,1190074.3003937495
485,611480.8036442626
486,726019.6449328054
487,2334374.801324049
488,3370004.80028261
489,3370029.169782011
490,3370021.26350533
491,3370018.363707232
492,3370019.669336109
493,3370029.052242299
494,3370023.869866776
495,3370009.812116433
496,3370000.9769530874
497,3370000.1186019336
498,3370000.176280596
499,2571247.0598960444
500,1508918.2131420146
501,940047.3623121956
502,988706.7564957384
503,878812.2521970958
504,682907.5341207451
505,475826.79832660494
506,380508.95819319854
507,327714.61494347604
508,0.0
509,0.0
510,0.0
511,0.0
512,0.0
513,0.0
514,0.0
515,85205.26360527705
516,148506.90826575775
517,203558.1095057942
518,322078.7926033178
519,621149.8841795836
520,844376.8039016619
521,807176.7508376206
522,922019.9004052052
523,1186524.3106749635
524,1493297.683623459
525,1684177.403747644
526,1790612.5655332815
527,1948014.3557087104
528,2149145.122680915
529,2863384.070455288
530,2619496.018084736
531,2764937.2241656003
532,3120729.3632242405
533,2815259.2267348296
534,2561454.7074046647
535,2474507.7717364496
536,1969288.6578540304
537,1686841.4129857018
538,1849359.082448668
539,1277252.643651103
540,1138204.548606508
541,1438130.7146979475
542,969800.4236533288
543,787862.4466552619
544,792725.7985200884
545,620239.0106309375
546,569777.4699661001
547,291771.2870766832
548,481313.5629399527
549,390380.23370683455
550,3370001.6944002244
551,3370029.492947691
552,3370029.4522756096
553,3370024.085364794
554,3370019.9222005717
555,3370028.3850610703
556,3370028.1496742545
557,3370000.155447052
558,3370002.045552774
559,3370000.1640835223
560,3370000.457117409
561,3370000.6182373613
562,3370002.0220512906
563,3370002.0726297875
564,3370001.537110385
565,3370000.803109522
566,3370000.1510052145
567,3353075.418524609
568,3370000.105116568
569,2687232.0278628296
570,2539199.6748326286
571,1847816.6132126795
572,1600123.1823421456
573,959363.9712530144
574,691037.7198250599
575,497160.680153356
576,419250.775481759
577,431852.8477140644
578,310136.7022664705
579,193210.4231537296
580,100260.1157713752
581,81897.91167473595
582,0.0
583,0.0
584,0.0
585,0.0
586,0.0
587,0.0
588,82129.05471935436
589,79586.30981496288
590,0.0
591,0.0
592,0.0
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,107238.5667348655
600,165588.65807215057
601,204034.12831765032
602,371274.7406551192
603,581332.1675843095
604,653833.6453715063
605,825522.4910687639
606,916483.9356620272
607,1154261.4428660544
608,1488304.7498789614
609,1587530.363969531
610,1779676.2295524825
611,1642618.645446733
612,1491714.5648244475
613,1272986.5606072675
614,1107688.588061521
615,753500.1111987758
616,779570.8297860533
617,1677384.094409154
618,2276054.402518943
619,1976380.1706957452
620,2151793.732835636
621,2334209.3623643336
622,2263497.820741651
623,2087027.5690284693
624,2565905.870595003
625,3370000.1524808817
626,3370002.174056543
627,3370001.470355932
628,3370002.147026348
629,3370000.937991344
630,3370000.363490512
631,3370000.17783344
632,3303026.382361327
633,2600623.832504861
634,1732655.0259642722
635,1196626.1462775362
636,701778.4580819332
637,241071.6625439315
638,0.0
639,99099.37167185142
640,344916.78568417527
641,1983471.535800071
642,3370000.099879513
643,3370000.1391581823
644,3370000.1511091264
645,3370000.842721098
646,3370001.865890322
647,3370001.1314986288
648,3370000.878412519
649,3370000.823163967
650,3370000.4743249943
651,3370000.9472305034
652,3370001.647662125
653,3370000.494513589
654,3370000.3476609
655,3370001.913087458
656,3370000.1492119697
657,3370000.461706871
658,3370000.502175801
659,3370000.1740807174
660,3370002.1739309845
661,3370000.32644613
662,3370001.7930340497
663,3370000.48379538
664,3370000.166996649
665,3370001.246443408
666,3370000.16636646
667,3370000.230293019
668,3370000.072570339
669,3370000.15634672
670,2275393.347188578
671,2418839.1314045377
672,2181687.1405573874
673,3370000.1063968185
674,3370000.0965044694
675,1712979.2766097418
676,3263640.694687232
677,2476596.8308456666
678,2135746.982826984
679,528555.1488574607
680,1730195.5224522226
681,2006666.2171645784
682,2296375.592306881
683,1651543.165372493
684,1476370.0882450878
685,1186941.8695563425
686,1204226.369161942
687,1175874.341518604
688,1216495.4550011102
689,900947.5585734376
690,1021728.763769889
691,929430.8701386336
692,775743.9559411112
693,767532.0723206836
694,745999.9150764688
695,585631.6794423732
696,558576.2643853417
697,546567.8314601375
698,523748.60073994106
699,555063.1709134537
700,520259.672427525
701,518274.6361265952
702,663045.6711131594
703,594230.5553649977
704,598238.3396590586
705,641502.4817210323
706,762110.6642521843
707,926662.9377691778
708,1496463.9601915183
709,1412757.7872208112
710,1384859.9712463915
711,1568316.4980765183
712,1618947.5372792606
713,1380722.566814648
714,1477953.328825466
715,1616610.7935052658
716,2467196.517468581
717,2602582.4240709
718,2979350.754094235
719,3370000.0665353085
720,3370000.1741324533
721,3370000.337869533
722,3370000.606891759
723,3370000.626756608
724,3370000.3101272723
725,3370000.198040676
726,3370000.200511664
727,3370000.323672087
728,3370000.175348884
729,3370000.1751159523
730,3370000.1818190515
731,3370000.476202546
732,3370000.3145334166
733,3370000.2350152843
734,3370000.211371384
735,3370000.2035442875
736,3370000.11558363
737,3294975.231763797
738,2875417.433493617
739,3370000.167789462
740,3370000.7609544285
741,3370001.560385583
742,3370002.173235548
743,3370002.002213155
744,3370001.407069786
745,3370002.136674394
746,3370002.1691793445
747,3370001.8550653164
748,3370001.2062245877
749,3370001.3374552787
750,3370000.690524443
751,3370000.2313945754
752,3370000.416747129
753,3370000.3719082302
754,3370001.8074380704
755,3370001.3194546443
756,3370000.787467324
757,3370001.0614646985
758,3370000.531834136
759,3370001.075606488
760,3370001.5958611597
761,3370002.172057158
762,3370002.1247513928
763,3370001.8527470687
764,3370001.5440596244
765,3370001.0500168432
766,3370001.3237981
767,3370000.208632004
768,3370002.11675523
769,3370000.29511358
770,3365281.04192196
771,3350246.5747180404
772,3370000.299519757
773,3370000.353862009
774,3370000.1189990942
775,3302374.00745886
776,2767712.0572282285
777,3167506.9706721595
778,3370000.1346068378
779,2997276.82284128
780,2138551.4298697086
781,1258504.3125371472
782,734255.8074551818
783,668485.8232110448
784,285058.4109934475
785,0.0
786,0.0
787,3370000.285811654
788,3370000.2343633277
789,3370001.339453793
790,3370000.1726155626
791,3370000.0671162447
792,3370000.110148691
793,3370001.510577892
794,3370002.0095037506
795,3370001.5943602677
796,3370002.172854016
797,3370000.748631873
798,3370000.15455926
799,3370000.159859193
800,3370000.146432877
801,2875981.3222988634
802,2294723.416580921
803,1666728.046800841
804,1301726.6241457574
805,1382377.444420911
806,1337600.7152088415
807,1352210.82885055
808,1209763.7708213218
809,1452379.1784606774
810,1656871.178520571
811,962934.3280676324
812,545992.9944625192
813,524711.0649672329
814,661885.137905716
815,603563.3902905284
816,687009.951183495
817,793044.6613555673
818,984483.0272294816
819,941603.6838054176
820,1090950.7539142044
821,1119629.6505350245
822,784434.2135416276
823,835239.9108594112
824,358872.127681109
825,330789.88736401976
826,181039.16338378808
827,360838.382975022
828,771996.7802651273
829,931038.0601321053
830,1339786.615571662
831,1554565.2875077548
832,1372572.7650071415
833,1073395.4495319205
834,1522373.4850748733
835,1588179.4796570174
836,1231261.646618181
837,773511.5748617534
838,101273.11802478804
839,154923.95802790788
840,196034.83070792444
841,94467.4625879152
842,0.0
843,0.0
844,0.0
845,83924.99400545201
846,193341.78718921292
847,603563.3454483512
848,644839.1720952576
849,843420.2250231269
850,1769137.5548152472
851,3370000.181146194
852,3370000.2202821323
853,3370001.187085428
854,3370001.429386926
855,3370001.6889204923
856,3370002.1738730334
857,3370001.411638938
858,3370000.848697768
859,3370000.346192413
860,3370000.1725279256
861,3370000.1134378104
862,3370000.1725537907
863,3370000.0813336885
864,3370001.0763009405
865,3370001.410930335
866,3370000.68313005
867,3370001.0170691325
868,3370001.424388622
869,3370000.304415473
870,3370000.280633938
871,3370001.2053957
872,3370001.392868253
873,3370001.129682708
874,3370001.523553666
875,3370000.7661423744
876,3370000.735337024
877,3370000.2340333425
878,3370000.2044053623
879,3370000.2866275087
880,3370000.272750217
881,3370000.176591185
882,3196951.570508511
883,2360765.363167792
884,1876307.1428164088
885,1600123.2031138476
886,1588049.5474680844
887,1795659.7462877491
888,1385332.8400286315
889,1153008.4655193824
890,1042630.6643630816
891,1017217.0250371668
892,1169714.1786195158
893,1142463.0531403315
894,1555571.2645147678
895,2100226.1618264704
896,1845713.457657247
897,2014818.3965601544
898,2218238.6545330123
899,2518898.728473427
900,2597241.0567290303
901,2705581.988348192
902,3129514.782726939
903,3269515.4634220093
904,2981258.011527778
905,2950745.325242568
906,3099946.1158676106
907,3362651.510689929
908,2916419.1157451426
909,2920423.494378655
910,3013296.320685076
911,2581217.239568738
912,2960471.209192707
913,2364331.037126129
914,2732746.341145546
915,1667793.6441024174
916,1845713.6707713264
917,1493541.2950697062
918,1257942.970576353
919,915501.7044730012
920,756290.6313977521
921,658113.1946275182
922,661232.2977191241
923,550336.4775945854
924,447885.2643467056
925,306912.8203173682
926,248995.7028809856
927,214506.47689627757
928,155224.36133260242
929,94244.95911874152
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,84760.72344563896
937,204884.13257211572
938,164387.0027953959
939,155434.65722460675
940,168472.630015368
941,83996.11997578786
942,0.0
943,0.0
944,0.0
945,0.0
946,0.0
947,0.0
948,0.0
949,0.0
950,0.0
951,0.0
952,0.0
953,0.0
954,0.0
955,0.0
956,129960.08310468978
957,293895.62613747315
958,475598.17084639234
959,644984.20030218
960,891215.0040837754
961,1775149.4595339785
962,2594214.220181146
963,3370000.131747408
964,3370001.4258048367
965,3370000.4320251592
966,3370000.11542474
967,3370000.119237334
968,3370000.1180062154
969,3370000.06016944
970,3370000.197928373
971,3370000.116020458
972,3151598.054515598
973,2572493.238883697
974,2028926.346110272
975,1373157.0587602914
976,1060675.3368588206
977,865159.8366732928
978,624723.2508136497
979,513281.866331686
980,587378.29231479
981,837334.1981380146
982,518936.3108833343
983,427127.0480844462
984,401354.1383926231
985,1526271.6987918983
986,3370000.1110520195
987,3370000.195382521
988,3370000.1806544187
989,3370000.2444048426
990,3370000.3385221646
991,3370000.362348113
992,3370000.358268284
993,3370001.530281995
994,3370001.7491388344
995,3370001.7820186056
996,3370000.843775614
997,3370000.786247303
998,3370000.360716371
999,3370000.265043816
1000,3370000.303925901
1001,3370000.172062015
1002,3152073.1949100164
1003,2840635.015191751
1004,2811744.147112508
1005,3002426.028878012
1006,3370000.140901933
1007,3370000.1676471755
1008,3370000.1922001475
1009,3363223.917718032
1010,3370000.1016251678
1011,3370000.0624842984
1012,3059786.450605637
1013,2783253.016841811
1014,2586736.3628755906
1015,2838754.9596779603
1016,2941591.740572323
1017,2584599.872911906
1018,2643628.624742149
1019,2222888.0299497484
1020,2208459.5374956494
1021,1902786.0875873328
1022,1447508.0406967932
1023,1340476.7461072558
1024,1497803.6770082342
1025,1251673.8848641778
1026,1144133.5267220207
1027,1224638.5118615148
1028,932734.6682259887
1029,934188.30818965
1030,722892.9415161585
1031,817061.6985988492
1032,549186.7039547361
1033,353275.79249510565
1034,371123.5293406289
1035,254965.90757120604
1036,259465.48832956268
1037,177067.37100922354
1038,172244.49377814424
1039,180093.48706466777
1040,91514.36035056644
1041,0.0
1042,0.0
1043,0.0
1044,0.0
1045,0.0
1046,81969.02910995537
1047,92080.70810419745
1048,0.0
1049,86272.15244905569
1050,101520.7371960587
1051,224800.13652916675
1052,528555.1079776193
1053,579383.9993065126
1054,644911.7311709543
1055,822841.916208021
1056,974377.8292549294
1057,911483.7044882546
1058,1074677.28304097
1059,1122283.1496655715
1060,1420441.5443877738
1061,1629593.0553257451
1062,1912571.611379704
1063,2028926.4674700208
1064,1867241.0415052876
1065,1814307.3404450328
1066,1990119.6887386595
1067,2330905.110040975
1068,2912832.0348021057
1069,2653802.7472921195
1070,2207978.5941597573
1071,2035449.61469962
1072,2053350.0260898704
1073,2756796.8430863274
1074,2873349.289702694
1075,2808413.8516209004
1076,1659268.7111766585
1077,1489278.981328742
1078,667470.3211119582
1079,470225.7519790775
1080,307321.4628373456
1081,178265.2138944522
1082,86076.55318559316
1083,0.0
1084,306594.9376011281
1085,3370000.8212250336
1086,3370002.0802724496
1087,3370001.398534669
1088,3370000.4046444404
1089,3370000.180188565
1090,3127853.049839282
1091,2418839.1314045377
1092,2131540.732904716
1093,2194672.463137185
1094,1826084.6694512705
1095,2092436.4985320347
1096,2068975.245571454
1097,1810802.185873597
1098,1105035.056271769
1099,1318619.2563975009
1100,1387815.1824445084
1101,1502882.1599604825
1102,1564373.8349453565
1103,1542241.988692074
1104,1351290.4814770697
1105,1360838.8525221522
1106,1444341.632604858
1107,1583116.3461370675
1108,1835338.2903067048
1109,2252545.9458266534
1110,2571603.1059484934
1111,2779182.733799106
1112,2436905.8218982853
1113,2728306.119829135
1114,2595460.36356063
1115,2487041.743410343
1116,2597062.873466057
1117,2837814.819113223
1118,2610415.9001309127
1119,2851163.8224234898
1120,3369198.497911194
1121,3242542.158050546
1122,2560564.5388612966
1123,2846087.206263835
1124,3368053.6659670454
1125,3370000.478503355
1126,3370001.4544922104
1127,3370001.639380719
1128,3370002.157764876
1129,3370001.934551077
1130,3370002.064698608
1131,3370002.052459789
1132,3370001.749796068
1133,3370001.6186777875
1134,3370002.101866628
1135,3370002.146350498
1136,3370002.112140937
1137,3370002.102335113
1138,3370002.156555465
1139,3370002.0858961223
1140,3370002.1736605307
1141,3370002.174476705
1142,3370002.0393306627
1143,3370002.123902254
1144,3370000.750902678
1145,3226870.075991628
1146,2454140.1243431754
1147,2141511.520616785
1148,1151233.3975725677
1149,2084751.952360676
1150,2517505.9991896204
1151,2406613.099957823
1152,2276714.929163648
1153,2064879.3540169755
1154,2072464.277697245
1155,1898612.6474379369
1156,1853284.7840072108
1157,1810942.4373712377
1158,2338009.4887926006
1159,2455706.727184384
1160,2113935.906907371
1161,1911996.026193416
1162,1723227.0630734884
1163,1900627.4172057533
1164,1673121.6679065735
1165,1392898.3149838278
1166,1320690.029935074
1167,1109933.9369484868
1168,990914.6729214148
1169,1225181.53693036
1170,1502002.0533139934
1171,1342202.369247879
1172,1467601.8639306785
1173,1820756.9296188685
1174,2233789.219852638
1175,2497660.877697335
1176,2673060.9727195846
1177,3370000.0767039387
1178,3365102.158912096
1179,3170594.172233355
1180,3370000.126624235
1181,2345992.0918402188
1182,3192914.705532312
1183,2540801.7930482263
1184,2335531.3738965024
1185,2688503.947611325
1186,2467196.413019107
1187,3071563.940224288
1188,3370000.0962134493
1189,3167507.113143048
1190,3335231.768123574
1191,3370000.066700604
1192,3370000.118244455
1193,3370000.259551978
1194,3370000.327588529
1195,3370000.2447590907
1196,3370000.7282033223
1197,3370001.7451956286
1198,3370002.0473776977
1199,3370001.1139897755
1200,3370000.6372662885
1201,3370000.3106966126
1202,3370001.065505094
1203,3370001.7385197184
1204,3370000.957892763
1205,3370001.24804802
1206,3370001.2755903443
1207,3370001.320800862
1208,3370001.7901365645
1209,3370001.813782465
1210,3370001.934801563
1211,3370001.9506773977
1212,3370001.799120869
1213,3370000.7946787365
1214,3370000.555811061
1215,3370002.000163454
1216,3370000.805379548
1217,2889706.426958164
1218,1401764.142444683
1219,1819354.762354908
1220,1417604.4735478829
1221,745694.9095289712
1222,368249.6996230999
1223,146064.5129576477
1224,0.0
1225,0.0
1226,0.0
1227,1280845.1594520127
1228,3370000.049646483
1229,3370000.059607616
1230,3370003.082286861
1231,3370000.0424688053
1232,3370000.1026601274
1233,3370000.2165666777
1234,3370000.6812495026
1235,3370001.775141215
1236,3370001.27612957
1237,3370000.292992332
1238,3370000.20313244
1239,3370000.0914419843
1240,2779552.5980703584
1241,2235392.5246200566
1242,1753560.6719112922
1243,1422924.028657193
1244,1219318.400141227
1245,1172846.5635162587
1246,1297572.725968402
1247,1130141.791163142
1248,1246896.585404792
1249,1037799.0191269337
1250,1039869.645344136
1251,909697.9033035588
1252,965680.8051182176
1253,913626.6994827504
1254,748211.4401782828
1255,588050.1185859471
1256,564067.2583711982
1257,483256.7799287407
1258,562119.0605347009
1259,798883.4595316671
1260,1019232.949231015
1261,1166059.8158860807
1262,1450308.9049667383
1263,1595189.9238889485
1264,1493906.6050714725
1265,1466262.254281565
1266,1177544.9612751363
1267,1354396.6233771257
1268,1305543.644398464
1269,1334609.8289781553
1270,1379422.2852357605
1271,1624270.2547590998
1272,1830571.309701193
1273,1881200.074522112
1274,2083083.2558014449
1275,2253187.2356707314
1276,2221925.950900631
1277,2330905.275255243
1278,1763398.5602523754
1279,1206506.4195237902
1280,1078818.6971875832
1281,1458224.674326963
1282,1303298.303499055
1283,1220729.8727112853
1284,1139748.2855949046
1285,975384.8780419112
1286,721215.2371308961
1287,518154.314563632
1288,437161.140876336
1289,325802.1676904272
1290,274788.2469978648
1291,459279.62780006754
1292,617156.1081171848
1293,881247.0585100143
1294,915323.1432839102
1295,1099421.7105899584
1296,991298.6036283209
1297,1126977.9633853
1298,1130652.1075632358
1299,1197169.0540848617
1300,1112587.476903039
1301,854116.1335032202
1302,734255.7616988587
1303,711400.4217734889
1304,615124.2221676736
1305,312043.81511904014
1306,313315.2188439908
1307,408767.1358574329
1308,365275.0939573663
1309,262805.0692558932
1310,448052.7952979465
1311,703270.2032501245
1312,803825.9434647639
1313,642372.9614160655
1314,712295.4688744032
1315,836999.1723542997
1316,725638.3452925319
1317,1209220.880386073
1318,1668992.469038898
1319,843594.197152201
1320,1932354.346166196
1321,2395575.649138146
1322,2316366.3205153467
1323,2244530.223561784
1324,2125464.733217749
1325,1975789.102951517
1326,1192475.7275447538
1327,982371.1357179788
1328,667325.2987079051
1329,564403.1446352305
1330,521883.8210361258
1331,591543.3900124086
1332,743864.6047564719
1333,1115751.3577520887
1334,1356467.199046939
1335,1228981.6353435055
1336,1435217.9455553067
1337,1452988.0950374363
1338,1383796.102780593
1339,1493784.8724171694
1340,1904800.719205035
1341,3370000.053721164
1342,2648352.2128927973
1343,2147743.2325571426
1344,2291088.6035495275
1345,3144237.0114096752
1346,3322828.1584452614
1347,2383519.4585885075
1348,1931911.2462808727
1349,1626996.5769970226
1350,536092.4079114859
1351,223645.14726204783
1352,0.0
1353,0.0
1354,167361.0989744941
1355,3370000.1486942605
1356,3370000.511425887
1357,3370000.10072844
